"nama","kode_rs","tempat_tidur","telepon","lokasi.lat","lokasi.lon","alamat","tipe","wilayah"
"RS UMUM DAERAH BALI MANDARA PROVINSI BALI","5171220", 222,"(0361) 4490566", -8.70355340,115.24885445,"JL. BY PASS NGURAH RAI NO 548 DENPASAR","RS_RUJUKAN_PROVINSI","KOTA DENPASAR, BALI"
"RS ISLAM SURABAYA","3578111", 299,"(031) 8284505", -7.30635400,112.73497500,"JL. JEND A YANI 2-4 SURABAYA","RS_RUJUKAN_PROVINSI","KOTA SURABAYA, JAWA TIMUR"
"RS UMUM SANTOSA HOSPITAL BANDUNG CENTRAL","3273486", 438,"", -6.91538500,107.60037300,"JL. KEBON JATI NO.38,BANDUNG","RS_RUJUKAN_PROVINSI","KOTA BANDUNG, JAWA BARAT"
"RS PUSAT AU DR. ESNAWAN ANTARIKSA","3172061", 153,"(021) 8019046", -6.25702000,106.89173300,"JL. MERPATI NO. 2 HALIM PERDANA KUSUMA, JAKARTA","RS_RUJUKAN_PROVINSI","JAKARTA TIMUR, DKI JAKARTA"
"RS ELIZABETH","3512034", 100,"(0338) 671174 EXT. 671720", -7.70766700,113.99679000,"JL. WR SUPRATMAN NOMOR 2A SITUBONDO","RS_RUJUKAN_PROVINSI","SITUBONDO, JAWA TIMUR"
"RS UMUM DAERAH TARAKAN","3173521", 568,"", -6.17280000,106.80600000,"JL. KYAI CARINGIN NO 7, CIDENG, GAMBIR, JAKARTA PUSAT","RS_RUJUKAN_PROVINSI","JAKARTA PUSAT, DKI JAKARTA"
"RS UMUM DAERAH KARANGANYAR","3313011", 384,"", -7.59650000,110.95100000,"JL. LAKSDA YOS SUDARSO KARANGANYAR","RS_RUJUKAN_PROVINSI","KARANGANYAR, JAWA TENGAH"
"RS TK.II DR R HARDJANTO","6471036", 173,"423409", -1.27361852,116.82894631,"JL. TANJUNGPURA VI BALIKPAPAN","RS_RUJUKAN_PROVINSI","KOTA BALIKPAPAN, KALIMANTAN TIMUR"
"RS UMUM DAERAH KEBAYORAN BARU","3171801",  50,"(021) 22774429", -6.26549094,106.79864887,"JL. ABDUL MAJID NO 28, KELURAHAN CIPETE UTARA, KECAMATAN KEBAYORAN BARU, KOTA ADMINISTRASI JAKARTA S","RS_RUJUKAN_PROVINSI","JAKARTA SELATAN, DKI JAKARTA"
"RS UMUM MARDI RAHAYU","3319032", 363,"", -6.83000000,110.83100000,"JL. AKBP R AGIL 110,KUDUS","RS_RUJUKAN_PROVINSI","KUDUS, JAWA TENGAH"
"RS IBU DAN ANAK STELLA MARIS","1275998",  68,"(061) 4158383",  3.57263600, 98.68074000,"JL. SAMANHUDI NO.20, J A T I, KEC. MEDAN MAIMUN, KOTA MEDAN, SUMATERA UTARA 20152","RS_RUJUKAN_PROVINSI","KOTA MEDAN, SUMATERA UTARA"
"RS ISLAM SITI HAJAR SIDOARJO","3515106", 251,"(031) 8921233", -7.45758800,112.72191900,"JL. RADEN PATAH NO.70 - 72, JASEM, BULUSIDOKARE, KEC. SIDOARJO","RS_RUJUKAN_PROVINSI","SIDOARJO, JAWA TIMUR"
"RS UMUM DAERAH 45 KUNINGAN","3208013", 314,"(0232) 871885", -6.98260000,108.48700000,"JL. JENDRAL SUDIRMAN NO. 68 KUNINGAN","RS_RUJUKAN_PROVINSI","KUNINGAN, JAWA BARAT"
"RS UMUM DAERAH WANGAYA","5171020", 230,"(0361) 222487", -8.64890000,115.21300000,"JL. KARTINI NO.133 DENPASAR","RS_RUJUKAN_PROVINSI","KOTA DENPASAR, BALI"
"RS AWAL BROS BEKASI TIMUR","3275063", 153,"(021) 82679999", -6.26038100,107.02100200,"JL. HM. JOYOMARTONO RT 003 RW 021 KELURAHAN MARGAHAYU KECAMATAN BEKASI TIMUR KOTA BEKASI.","RS_RUJUKAN_PROVINSI","KOTA BEKASI, JAWA BARAT"
"RS UMUM CINTA KASIH TZU CHI","3174453",  82,"(021)-55963680", -6.13203190,106.73709460,"JL. KAMAL RAYA OUTER RING ROAD CENGKARENG","RS_RUJUKAN_PROVINSI","JAKARTA BARAT, DKI JAKARTA"
"RS SANTO ANTONIO BATURAJA","1601035",  66,"(0735) 320395", -4.13983100,104.18100400,"JL. GARUDA KM.3 NO.3, TJ. BARU, KEC. BATURAJA TIMUR, KABUPATEN OGAN KOMERING ULU, SUMATERA SELATAN 32126","RS_RUJUKAN_PROVINSI","OGAN KOMERING ULU, SUMATERA SELATAN"
"RS UMUM DAERAH KAB. JOMBANG","3517010", 626,"(0321) 863502", -7.55001200,112.23647600,"JL. KH.W HASYIM 52, JOMBANG","RS_RUJUKAN_PROVINSI","JOMBANG, JAWA TIMUR"
"RS UMUM ST. ELISABETH SEMARANG","3374021", 367,"", -7.00790000,110.41800000,"JL. KAWI NO.1,SEMARANG","RS_RUJUKAN_PROVINSI","KOTA SEMARANG, JAWA TENGAH"
"RS UMUM DAERAH SEKAYU","1606011", 260,"(0714) 321855", -2.89116400,103.85695800,"JL. KOL. WAHID UDIN NO.I, KAYU ARA, SEKAYU, KABUPATEN MUSI BANYUASIN, SUMATERA SELATAN 30711","RS_RUJUKAN_PROVINSI","MUSI BANYUASIN, SUMATERA SELATAN"
"RS UMUM RANDEGANSARI HUSADA","3525102",  64,"(031) 7509317", -7.32290900,112.63499000,"DSN.TELAPAK - DS.RANDEGANSARI (635,72 KM) DRIOREJO, JAWA TIMUR, INDONESIA 61177","RS_RUJUKAN_PROVINSI","GRESIK, JAWA TIMUR"
"RS UMUM DAERAH LEWOLEBA","5308045",  95,"0383 41535", -8.37360000,123.40000000,"JL.TRANS LEMBATA NO.1,LEWOLEBA,LEMBATA","RS_RUJUKAN_PROVINSI","LEMBATA, NUSA TENGGARA TIMUR"
"RS UMUM DAERAH MARTAPURA","1609011",  61,"(0735) 4840084", -4.37461200,104.35291800,"JL. ADI WIYATA SIMPANG LENGOT NO.DESA, KOTA BARU SEL., MARTAPURA, KABUPATEN OGAN KOMERING ULU TIMUR, SUMATERA SELATAN 32381","RS_RUJUKAN_PROVINSI","OGAN KOMERING ULU TIMUR, SUMATERA SELATAN"
"RSU WATES HUSADA","3525090",  62,"(031) 7922351", -7.27088800,112.44275500,"JL. RAYA WATES UTARA, KEDUNG PRING, BALONG PANGGANG, KEDUNGPIRING, KEDUNGPRING, GRESIK, KABUPATEN GRESIK, JAWA TIMUR 61173","RS_RUJUKAN_PROVINSI","GRESIK, JAWA TIMUR"
"RS BHAYANGKARA PEKAN BARU POLDA RIAU","1471033",  63,"(0761) 47691",  0.52048000,101.44898300,"JALAN RA KARTINI NO.14, SIMPANG EMPAT, PEKANBARU KOTA, SIMPANG EMPAT, KEC. PEKANBARU KOTA, KOTA PEKANBARU, RIAU 28156","RS_RUJUKAN_PROVINSI","KOTA PEKANBARU, RIAU"
"RS SILOAM SILAMPARI","1674003",  75,"(0733) 3035900", -3.28781200,102.87771200,"JL YOS SUDARSO RT 11 KELURAHAN TABA JEMEKEH KECAMATAN LUBUKLINGGAU TIMUR 1","RS_RUJUKAN_PROVINSI","KOTA LUBUKLINGGAU, SUMATERA SELATAN"
"RS UMUM DAERAH KABUPATEN OGAN ILIR","1610003",  75,"0812-7823-404", -3.21516000,104.55963800,"SAKATIGA SEBERANG, KEC. INDRALAYA, KABUPATEN OGAN ILIR, SUMATERA SELATAN 30815","RS_RUJUKAN_PROVINSI","OGAN ILIR, SUMATERA SELATAN"
"RS UMUM DAERAH MARDI WALUYO","3572010", 235,"(0342) 801118", -8.10944300,112.17982600,"JL. KALIMANTAN 113, KOTA BLITAR","RS_RUJUKAN_PROVINSI","KOTA BLITAR, JAWA TIMUR"
"RS UMUM DAERAH PASIRIAN KABUPATEN LUMAJANG","3508058",  69,"(0334) 5761114", -8.20876100,113.11580400,"JL. RAYA PASIRIAN NO.225, KEBONAN, PASIRIAN, KABUPATEN LUMAJANG, JAWA TIMUR 67372","RS_RUJUKAN_PROVINSI","LUMAJANG, JAWA TIMUR"
"RS UNIVERSITAS MATARAM","5271101",  58,"0817-7516-5995", -8.58998700,116.09344900,"JL. MAJAPAHIT NO. 62 MATARAM","RS_RUJUKAN_PROVINSI","KOTA MATARAM, NUSA TENGGARA BARAT"
"RS TK IV PEKANBARU","1471022",  58,"(0761) 22426",  0.53650500,101.44107100,"JL. KESEHATAN NO.2, KP. BANDAR, KEC. SENAPELAN, KOTA PEKANBARU, RIAU 28155","RS_RUJUKAN_PROVINSI","KOTA PEKANBARU, RIAU"
"RS UMUM DAERAH KAUR","1704028", 117,"", -4.69450000,103.26000000,"DESA CAHAYA BATIN KEC. SEMIDANG GUMAY KAB. KAUR","RS_RUJUKAN_PROVINSI","KAUR, BENGKULU"
"RS ANGKATAN LAUT DR. R. OETOJO","9171047",  65,"(0951) 3173103", -0.88307700,131.27489200,"JL. AHMAD YANI, KLADEMAK, SORONG MANOI, KOTA SORONG, PAPUA BAR. 98412","RS_RUJUKAN_PROVINSI","KOTA SORONG, PAPUA BARAT"
"RS ISLAM SITI KHADIJAH","1671083", 213,"(0711) 356008", -2.97191100,104.73162300,"JL. DEMANG LEBAR DAUN, LOROK PAKJO, KEC. ILIR BAR. I, KOTA PALEMBANG, SUMATERA SELATAN 30137","RS_RUJUKAN_PROVINSI","KOTA PALEMBANG, SUMATERA SELATAN"
"RS UMUM DAERAH RAGAB BEGAWE CARAM","1811002", 100,"(0726) 7758917", -3.98360100,105.34973800,"JL. ZA. PAGAR ALAM BRABASAN KEC. TANJUNG RAYA","RS_RUJUKAN_PROVINSI","MESUJI, LAMPUNG"
"RS UMUM DR GERHARD L TOBING","1212023",  87,"(061) 7940055",  3.54539000, 98.79300000,"DESA BUNTU BEDIMBAR TANJUNG MORAWA DELI SERDANG","RS_RUJUKAN_PROVINSI","DELI SERDANG, SUMATERA UTARA"
"RS UMUM DAERAH MASSENREMPULU ENREKANG","7316015", 133,"", -3.56798400,119.77637500,"JL. JEND SUDIRMAN KEPPE ENREKANG","RS_RUJUKAN_PROVINSI","ENREKANG, SULAWESI SELATAN"
"RS UMUM ISLAM JAKARTA UTARA","3175326", 173,"021-4400778", -6.13970000,106.92100000,"JL. TIPAR CAKUNG NO.5 JAKUT","RS_RUJUKAN_PROVINSI","JAKARTA UTARA, DKI JAKARTA"
"RS UMUM HARAPAN BERSAMA SINGKAWANG","6172124", 174,"(0562) 631791",  0.90879000,108.98500000,"JL. P. BELITUNG NO. 61 SINGKAWANG","RS_RUJUKAN_PROVINSI","KOTA SINGKAWANG, KALIMANTAN BARAT"
"RS UMUM BHAYANGKARA TK. III NGANJUK","3518045", 140,"(0358) 321896", -7.59976500,111.89480500,"JL. ABDURAHMAN SALEH VI NO.56, KAUMAN, KEC. NGANJUK, KABUPATEN NGANJUK, JAWA TIMUR 64411","RS_RUJUKAN_PROVINSI","NGANJUK, JAWA TIMUR"
"RS UMUM DAERAH DR. SOEROTO NGAWI","3521013", 325,"(0351) 749023", -7.39237900,111.44549700,"JL. DR WAHIDIN NO: 27","RS_RUJUKAN_PROVINSI","NGAWI, JAWA TIMUR"
"RS UMUM DAERAH SAMBAS","6101022", 149,"(0562) 391020",  1.36133000,109.31000000,"JL. PENDIDIKAN NO 300 KECAMATAN SAMBAS","RS_RUJUKAN_PROVINSI","SAMBAS, KALIMANTAN BARAT"
"RS UMUM DAERAH K.H. HAYYUNG KEPULAUAN SELAYAR","7301015", 141,"", -6.13553300,120.46450900,"JL. KH. ABDUL KADIR KASIM KEPULAUAN SELAYAR SULAWESI SELATAN","RS_RUJUKAN_PROVINSI","KEPULAUAN SELAYAR, SULAWESI SELATAN"
"RS STELLA MARIS","7371063", 297,"(0411) 854341", -5.14371900,119.41003600,"JL. SOMBA OPU NO.273 MAKASSAR","RS_RUJUKAN_PROVINSI","KOTA MAKASSAR, SULAWESI SELATAN"
"RS UMUM ISLAM KLATEN","3310384", 299,"", -7.68650000,110.63600000,"JL. RAYA KLATEN SOLO KM 4,KLATEN","RS_RUJUKAN_PROVINSI","KLATEN, JAWA TENGAH"
"RS UMUM  TANDUN","1406031",  31,"0823-8360-4477",  0.60009900,100.69888200,"UNNAMED ROAD, TALANG DANTO, KEC. TAPUNG HULU, KABUPATEN KAMPAR, RIAU 28554","RS_RUJUKAN_PROVINSI","KAMPAR, RIAU"
"RS UMUM BUNDA PALEMBANG","1671243", 162,"(0711) 312866", -2.96783400,104.73457300,"JL. DEMANG LEBAR DAUN NO.70, DEMANG LEBAR DAUN, KEC. ILIR BAR. I, KOTA PALEMBANG, SUMATERA SELATAN 30151","RS_RUJUKAN_PROVINSI","KOTA PALEMBANG, SUMATERA SELATAN"
"RS UMUM DAERAH SIMPANG LIMA GUMUL KEDIRI","3506066", 160,"(0354) 2891400", -7.82069200,112.05806000,"JL. GALUH CANDRAKIRANA, TUGUREJO, KEC. NGASEM, KEDIRI, JAWA TIMUR 64182","RS_RUJUKAN_PROVINSI","KEDIRI, JAWA TIMUR"
"RS HERMINA PERIUK","3671225",   0,"",  0.00000000,  0.00000000,"","RS_RUJUKAN_PROVINSI","KOTA TANGERANG, BANTEN"
"RS UMUM UMMI LANGSA","1173003",  30,"(0641) 22886",  4.46871400, 97.98825100,"JL. PROF. MAJID IBRAHIM NO.10 A KOTA LANGSA","RS_RUJUKAN_PROVINSI","KOTA LANGSA, ACEH"
"RS UMUM DAERAH DR. R. SOEPRAPTO CEPU","3316025", 108,NA, -7.15093523,111.58572832," JL. RONGGOLAWE NO. 50,CEPU","RS_RUJUKAN_PROVINSI","BLORA, JAWA TENGAH"
"RS UMUM DAERAH RADEN SADJAT TERINTEGRASI","0000003",   0,"(0773) 31218",  3.92023400,108.38682300,"PANGKALAN TNI AU RADEN SADJAD(RSA) RANAI, KABUPATEN NATUNA, PROVINSI KEPULAUAN RIAU","RS_RUJUKAN_PROVINSI","NATUNA, KEPULAUAN RIAU"
"RS UMUM MARTHA FRISKA","1275633", 262,"(061) 6610910",  3.63458000, 98.66876800,"JL. KL YOS SUDARSO NO.91, TANJUNG MULIA, MEDAN DELI, MEDAN CITY, NORTH SUMATRA 20239","RS_RUJUKAN_PROVINSI","KOTA MEDAN, SUMATERA UTARA"
"RS IBU DAN ANAK FRISDHY ANGEL","2071057",  26,"(0778) 424901",  1.13734900,104.01664800,"JALAN RADEN PATAH BLOK B NO. 1-3, LUBUK BAJA, LUBUK BAJA KOTA, KEC. LUBUK BAJA, KOTA BATAM, KEPULAUAN RIAU 29444","RS_RUJUKAN_PROVINSI","KOTA BATAM, KEPULAUAN RIAU"
"RS UMUM CHARIS MEDIKA","2071037",  55,"(0778) 3582502",  1.05750100,103.96547000,"JL. R.SUPRAPTO BLOK D 1-9","RS_RUJUKAN_PROVINSI","KOTA BATAM, KEPULAUAN RIAU"
"RS UTAMA","1902012",  66,"(0719) 9222211", -2.74728200,107.65866100,"JALAN JENDERAL SUDIRMAN KM.3 RT.019 RW.008 KELURAHAN LESUNG BATANG TANJUNGPANDAN BELITUNG","RS_RUJUKAN_PROVINSI","BELITUNG, KEPULAUAN BANGKA BELITUNG"
"RS IBU DAN ANAK RONA","1971006",  32,"0813-6736-5888", -2.12424200,106.11181600,"JALAN KH. HASAN BASRI SULAIMAN, GEDUNG NASIONAL, KEC. TAMAN SARI, KOTA PANGKAL PINANG, KEPULAUAN BANGKA BELITUNG 33684","RS_RUJUKAN_PROVINSI","KOTA PANGKALPINANG, KEPULAUAN BANGKA BELITUNG"
"RS GIRI EMAS","5108079",  45,"(0362) 3303884", -8.08193600,115.14376200,"JL. RAYA SANGSIT, DESA GIRI EMAS KECAMATAN SAWAN KABUPATEN BULELENG","RS_RUJUKAN_PROVINSI","BULELENG, BALI"
"RSUD ARJAWINANGUN KABUPATEN CIREBON","3209040",   0,"",  0.00000000,  0.00000000,"JALAN BY PASS PALIMANAN JAKARTA KM. 2 NO. 1, KEBONTURI, KEC. ARJAWINANGUN, CIREBON, JAWA BARAT 45162","RS_RUJUKAN_PROVINSI","KOTA CIREBON, JAWA BARAT"
"RSU BMC MAYAPADA HOSPITALS","3271126",  95,"+622518307900", -6.60786900,106.81117600,"JL. PAJAJARAN INDAH V NO.97, RT.01/RW.11, BARANANGSIANG, KEC. BOGOR TIM., KOTA BOGOR, JAWA BARAT 16143","RS_RUJUKAN_PROVINSI","KOTA BOGOR, JAWA BARAT"
"RS KHUSUS IBU ANAK BUNDA JAKARTA","3173120",  85,"1 500 799", -6.19602600,106.83646000,"JL. TEUKU CIK DITIRO NO. 28 MENTENG","RS_RUJUKAN_PROVINSI","JAKARTA PUSAT, DKI JAKARTA"
"RS LAPANGAN INDRAPURA","0", 361,"",  0.00000000,  0.00000000,"","RS_RUJUKAN_PROVINSI","KOTA SURABAYA, JAWA TIMUR"
"RS LAPANGAN INDRAPURA","3578797S",   0,"",  0.00000000,  0.00000000,"JL. INDRAPURA NO.17, KEMAYORAN, KEC. KREMBANGAN, KOTA SBY, JAWA TIMUR 60176","RS_RUJUKAN_PROVINSI","KOTA SURABAYA, JAWA TIMUR"
"RS GUNUNG MANIK","1903005",  33,"(0715) 7322129", -1.67351500,105.50791000,"JL, AIR KUANG, PARITTIGA","RS_RUJUKAN_PROVINSI","BANGKA BARAT, KEPULAUAN BANGKA BELITUNG"
"RS IBU DAN ANAK MUSLIMAT JOMBANG","3517043", 106,"(0321) 872200", -7.54375800,112.23387400,"JL. URIP SUMOHARDJO NO 34 JOMBANG","RS_RUJUKAN_PROVINSI","JOMBANG, JAWA TIMUR"
"RS UMUM PENGAYOM CIPINANG","3172035",   0,"(021) 33153700", -6.21485800,106.88374400,"JL. RAYA BEKASI TIMUR 170 B, JAKTIM","RS_RUJUKAN_PROVINSI","JAKARTA TIMUR, DKI JAKARTA"
"RS UMUM DAERAH TIAKUR","8108002",  30,"", -8.19345574,127.86504080,"TIAKUR","RS_RUJUKAN_PROVINSI","MALUKU BARAT DAYA, MALUKU"
"RS UMUM DAERAH CENDRAWASIH DOBO","8105019",  89,"(0917) 21366", -5.78790900,134.21187300,"JL. CENDRAWASIH KM. 6, SIWALIMA, PULAU-PULAU ARU, KABUPATEN KEPULAUAN ARU, MALUKU","RS_RUJUKAN_PROVINSI","KEPULAUAN ARU, MALUKU"
"RS UMUM DAERAH SULTAN ISKANDAR MUDA NAGAN RAYA","1115012", 131,"(0651) 75553494",  4.13144000, 96.48920000,"JL. NASIONAL MEULABOH-TAPAK TUAN KM. 28,5 UJUNG PATIHAH KABUPATEN NAGAN RAYA","RS_RUJUKAN_PROVINSI","NAGAN RAYA, ACEH"
"RS UMUM DAERAH PALMATAK","2003125",  40,"0772-77231381",  3.94565000,108.14300000,"JALAN DATUK LAMIN NO. 03 DESA PAYALAMAN","RS_RUJUKAN_PROVINSI","KEPULAUAN ANAMBAS, KEPULAUAN RIAU"
"RS BHAYANGKARA BONDOWOSO","3511012", 136,"(0332) 433431", -7.91057300,113.82209300,"JALAN JEND. POL. S. JUDHODIHARJO NO.12, PURBOSARI, BLINDUNGAN, BONDOWOSO, BONDOWOSO REGENCY, EAST JAVA 68219","RS_RUJUKAN_PROVINSI","BONDOWOSO, JAWA TIMUR"
"RS UMUM BHAKTI TIMAH","2001045",  89,"(0717) 433027", -2.11413800,106.10988600,"JALAN BUKIT BARU NO. 1, PANGKALPINANG, TAMAN BUNGA, GERUNGGANG, KABUPATEN BANGKA, KEPULAUAN BANGKA BELITUNG 33131","RS_RUJUKAN_PROVINSI","KARIMUN, KEPULAUAN RIAU"
"RS UMUM DAERAH TULANG BAWANG BARAT","1812003",  51,"(0726) 7575438", -4.49584700,105.09490100,"JL. DIPONEGORO PANARAGAN JAYA KEC. TULANG BAWANG TENGAH","RS_RUJUKAN_PROVINSI","TULANG BAWANG BARAT, LAMPUNG"
"RS UMUM OLAHRAGA NASIONAL","3172766",  15,"(021) 87753977", -6.36865520,106.89007200,"JL. JAMBORE RAYA NO. 1 KELURAHAN CIBUBUR KECAMATAN CIRACAS 13720","RS_RUJUKAN_PROVINSI","JAKARTA TIMUR, DKI JAKARTA"
"RS UMUM MUHAMMAD ALI KASIM","1113012", 124,"",  3.93448000, 97.37330000,"JL.PANGUR-SANGIR, KEC DABUN GELANG","RS_RUJUKAN_PROVINSI","GAYO LUES, ACEH"
"RS UMUM DAERAH H. HANAFIE","1509013", 209,"", -1.50940000,101.96100000,"JL. TEUKU UMAR 88  MUARA BUNGO","RS_RUJUKAN_PROVINSI","BUNGO, JAMBI"
"RS UMUM DAERAH PESAWARAN","1809002", 120,"0813-7963-1967", -5.38642800,105.07984300,"GEDUNG TATAAN, KEC. GEDONG TATAAN, KABUPATEN PESAWARAN, LAMPUNG 35366","RS_RUJUKAN_PROVINSI","PESAWARAN, LAMPUNG"
"RS UMUM DAERAH TENRIAWARU BONE","7308041", 300,"(0481) 21022", -4.53710200,120.30925400,"JL. DR. WAHIDIN SUDIROHUSODO WATAMPONE","RS_RUJUKAN_PROVINSI","BONE, SULAWESI SELATAN"
"RS UMUM DAERAH GUNUNGSITOLI","1201016", 294,"(0639) 21474",  1.28906400, 97.61418600,"JL DR. CIPTOMANGUNKUSUMO NO. 15 GUNUNGSITOLI","RS_RUJUKAN_PROVINSI","NIAS, SUMATERA UTARA"
"RS PREMIER SURABAYA","3578556", 233,"(031) 5993211", -7.30447100,112.76525000,"JL. NGINDEN INTAN BARAT NO.B, NGENDEN JANGKUNGAN, KEC. SUKOLILO, KOTA SBY, JAWA TIMUR 60118","RS_RUJUKAN_PROVINSI","KOTA SURABAYA, JAWA TIMUR"
"RS UMUM PANTAI INDAH KAPUK","3175352", 164,"021-5880911", -6.11194000,106.75277201,"JL. PANTAI INDAH UTARA 3 PANTAI INDAH KAPUK, KAPUK MUARA, PENJARINGAN","RS_RUJUKAN_PROVINSI","JAKARTA UTARA, DKI JAKARTA"
"RUMAH SAKIT UMUM DAERAH DR. HENDRIKUS FERNANDEZ LA","5309012", 113,"(0383)21836", -8.34640000,122.97900000,"JL. JEND. SUDIRMAN NO. 33 KEL. SAROTARI TENGAH LARANTUKA FLORES TIMUR","RS_RUJUKAN_PROVINSI","FLORES TIMUR, NUSA TENGGARA TIMUR"
"RS UMUM DAERAH ZAINAL ABIDIN PAGAR ALAM","1807014",  65,"", -4.58878700,104.53063000,"JL. LINTAS TENGAH SUMATERA, NEGERI BARU, BLAMBANGAN UMPU, KABUPATEN WAY KANAN, LAMPUNG 34764","RS_RUJUKAN_PROVINSI","WAY KANAN, LAMPUNG"
"RS UMUM DAERAH TANJUNG UBAN","2002010", 111,"(0771) 482655",  1.05022600,104.25233500,"JL. INDUN SURI – SIMPANG BUSUNG NO. 1, TANJUNG UBAN, TANJUNG PERMAI, SERI KUALA LOBAM, TJ. PERMAI, SERI KUALA LOBAM, KABUPATEN BINTAN, KEPULAUAN RIAU 29000","RS_RUJUKAN_PROVINSI","BINTAN, KEPULAUAN RIAU"
"RS HERMINA PEKANBARU","1471399",  58,"(0761) 8412020",  0.49964600,101.41228100,"JL. TUANKU TAMBUSAI NO.RT03/02, DELIMA, KEC. TAMPAN, KOTA PEKANBARU, RIAU 28292","RS_RUJUKAN_PROVINSI","KOTA PEKANBARU, RIAU"
"RS UMUM DAERAH RUPIT KABUPATEN MUSI RAWAS UTARA","1605043",  75,"", -2.69795000,102.90033700,"JL. KESEHATAN NO NO.01, LAWANG AGUNG, RUPIT, MUSI RAWAS UTARA, SUMATERA SELATAN 31654","RS_RUJUKAN_PROVINSI","MUSI RAWAS UTARA, SUMATERA SELATAN"
"RS UMUM GRAHA HUSADA","1871416", 140,"(0721) 240000", -5.41318300,105.26807600,"JALAN GAJAH MADA NO. 6 GH, TJ. AGUNG RAYA, KEDAMAIAN, KOTA BANDAR LAMPUNG, LAMPUNG 35128","RS_RUJUKAN_PROVINSI","KOTA BANDAR LAMPUNG, LAMPUNG"
"RS PERTAMINA DUMAI","1473024",  32,"(0765) 443601",  1.65086200,101.42423800,"BUKIT DATUK, DUMAI SEL., KOTA DUMAI, RIAU 28826","RS_RUJUKAN_PROVINSI","KOTA DUMAI, RIAU"
"RSUD KAB. BURU","8103020",  89,"", -3.22345000,127.10134700,"JL. BUTUNG LEONG NO. 1 DESA LALA, NAMLEA, KAB.BURU, MALUKU","RS_RUJUKAN_PROVINSI","BURU, MALUKU"
"RS UMUM DAERAH CIDERES","3210025", 274,"(0233) 661003", -6.75750000,108.19600000,"JL. RAYA CIDERES - KADIPATEN NO. 180 BOJONG CIDERES DAWUAN","RS_RUJUKAN_PROVINSI","MAJALENGKA, JAWA BARAT"
"RS UMUM DAERAH  RAJA MUSA","1403024",  41,"0813-7279-3776",  0.29134400,103.62446200,"JL. TUNAS HARAPAN, TAGARAJA, KATEMAN, KABUPATEN INDRAGIRI HILIR, RIAU 29255","RS_RUJUKAN_PROVINSI","INDRAGIRI HILIR, RIAU"
"RS UMUM DAERAH POSO","7204010", 260,"(0452) 2700199", -1.38295400,120.76003500,"JL. JENDERAL SUDIRMAN NO.33  KEL KASINTUWU POSO","RS_RUJUKAN_PROVINSI","POSO, SULAWESI TENGAH"
"RS UMUM DAERAH CURUP","1702015", 168,"", -3.45740000,102.55300000,"JL. BASUKI RAHMAT NO.10, DWI TUNGGAL, CURUP, KABUPATEN REJANG LEBONG, BENGKULU 39119","RS_RUJUKAN_PROVINSI","REJANG LEBONG, BENGKULU"
" RS UMUM DAERAH KAB. BANGKA SELATAN","1905024", 110,NA, -2.92700000,108.06500000,"   JL. RAYA GADUNG DESA GADUNG KEC. TOBOALI ","RS_RUJUKAN_PROVINSI","BANGKA SELATAN, KEPULAUAN BANGKA BELITUNG"
"RS UMUM DAERAH DR. R. SOETIJONO BLORA","3316014", 164,"", -6.97110000,111.42100000,"JL. DR SUTOMO NO. 42,BLORA JAWA TENGAH","RS_RUJUKAN_PROVINSI","BLORA, JAWA TENGAH"
"RS UMUM MITRA KELUARGA BEKASI TIMUR","3275046", 253,"(021) 89999222", -6.25953400,107.01270300,"JL. PENGASINAN JL. RW. SEMUT RAYA, RT.004/RW.012, MARGAHAYU, KEC. BEKASI TIM., KOTA BKS, JAWA BARAT 17113","RS_RUJUKAN_PROVINSI","KOTA BEKASI, JAWA BARAT"
"RS UMUM DAERAH LASINRANG PINRANG","7315014", 200,"(0421) 921298", -3.81028000,119.65490500,"JL. MACAN NO. 22 PINRANG","RS_RUJUKAN_PROVINSI","PINRANG, SULAWESI SELATAN"
"RS UMUM DAERAH  DR. R.M. PRATOMO BAGANSIAPIAPI","1409022", 131,"",  2.15764000,100.80963300,"BAGAN TIM., BANGKO, KABUPATEN ROKAN HILIR, RIAU 28912","RS_RUJUKAN_PROVINSI","ROKAN HILIR, RIAU"
"RS UMUM DAERAH CILACAP","3301014", 311,"", -7.71720000,109.01500000,"JL. GATOT SUBROTO 28 CILACAP RT 04 / RW O5","RS_RUJUKAN_PROVINSI","CILACAP, JAWA TENGAH"
"RS UMUM TK III WIJAYAKUSUMA","3302030", 235,"", -7.41531710,109.24517478,"JL. PROF.DR. HR BUNYAMIN PURWOKERTO","RS_RUJUKAN_PROVINSI","BANYUMAS, JAWA TENGAH"
"RS ISLAM FATIMAH","3510054", 109,"(0333) 421451", -8.24749100,114.34879100,"JL. JEMBER NOMOR 25, KELURAHAN KALIREJO, KAB. BANYUWANGI","RS_RUJUKAN_PROVINSI","BANYUWANGI, JAWA TIMUR"
"RS UMUM MENTENG MITRA AFIA","3173645",  46,"(021) 3154050", -6.18701760,106.83619100,"JL. KALIPASIR NO.9 JAKARTA PUSAT","RS_RUJUKAN_PROVINSI","JAKARTA PUSAT, DKI JAKARTA"
